STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,TERRITORIAL_LEVEL,Niveau territorial,REF_AREA,Zone de référence,TERRITORIAL_TYPE,Typologie territoriale,MEASURE,Mesure,AGE,Âge,SEX,Sexe,UNIT_MEASURE,Unité de mesure,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,COUNTRY,Pays,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NL21,Overijssel,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,17.5,,NLD,Pays-Bas,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TR72,Anatolie centrale - Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.5,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),IS01,Grand Reykjavik,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,8.6,,ISL,Islande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ04,Nord-Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,19.9,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES61,Andalousie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,18.1,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),MT00,Malte,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,16.6,,MLT,Malte,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRM,Corse,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,14.6,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ19,Wellington,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,5.5,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HU22,Transdanubie occidentale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.1,,HUN,Hongrie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES21,Pays Basque,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,12.3,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TR90,Mer Noire orientale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,18.6,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ13,Waikato,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,5.7,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),KR05,Chungcheong,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,24.7,,KOR,Corée,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PL51,Basse-Silésie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,27.6,,POL,Pologne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA47,Saskatchewan,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,8.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ01,Prague,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.6,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CH06,Suisse centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15.4,,CHE,Suisse,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DE8,Mecklembourg-Poméranie-Occidentale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,16.1,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DE6,Hambourg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,17.5,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRY5,Mayotte,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,8.1,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),UKJ,Angleterre du Sud-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15,,GBR,Royaume-Uni,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PT15,Algarve,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,13.5,,PRT,Portugal,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),BE3,Région wallonne,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,17.7,,BEL,Belgique,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPI,Shikoku,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,11.9,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HR03,Croatie Adriatique,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15,,HRV,Croatie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),RO22,Sud-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,19.4,,ROU,Roumanie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL10,Los Lagos,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,34.2,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRC,Bourgogne-Franche-Comté,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,14.3,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),UKN,Irlande du Nord,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,11.8,,GBR,Royaume-Uni,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES53,Îles Baléares,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,11.2,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HU21,Transdanubie centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,20.9,,HUN,Hongrie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CH04,Zurich,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,16,,CHE,Suisse,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEG,Thuringe,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,16.7,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT21,Carinthie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,16.8,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),RO21,Nord-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.5,,ROU,Roumanie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),BG34,Sud-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.1,,BGR,Bulgarie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FI20,Åland,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,7.1,,FIN,Finlande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ11,Northland,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,5.5,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HU11,Budapest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,26.8,,HUN,Hongrie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL04,Coquimbo,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15.7,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL01,Tarapacá,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15.9,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ITH2,Prov. autonome de Trente,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,20,,ITA,Italie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEA,Rhénanie du Nord-Westphalie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,19.1,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEC,Sarre,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15.3,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPE,Hokuriku,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,11.2,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),EL61,Thessalie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,23,,GRC,Grèce,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),EL51,"Macédoine orientale, Thrace",_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,20.1,,GRC,Grèce,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT32,Salzbourg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,15.9,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL06,O'Higgins,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,28.3,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),LU00,Luxembourg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,14.1,,LUX,Luxembourg,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PL52,Région d'Opole,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,30.9,,POL,Pologne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ23,Canterbury,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,8.4,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DE5,Brème,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,19.8,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CR02,Chorotega,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,23.1,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES43,Extremadura,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,10.8,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT13,Vienne,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.2,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PL84,Podlasie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,24.6,,POL,Pologne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),SK02,Slovaquie de l'Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,24.2,,SVK,République slovaque,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TRA1,Nord-Est de l'Anatolie - Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,23.6,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),BG42,Sud-Central,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,31.4,,BGR,Bulgarie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA46,Manitoba,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,6.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA61,Territoires du Nord-Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,7.3,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),IL01,District de Jérusalem,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,29.8,,ISR,Israël,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ08,Moravie-Silésie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,34.7,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ07,Moravie centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,27.2,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TRB1,Anatolie orientale - Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,22.7,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),KR01,Région de Séoul,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2006,,24.9,,KOR,Corée,A,Normal value,0,Units,1,One
